company_name,stand_no,description,profile_url,website
Kaer,"Stand No- H24-01, Hall 24","Founded in 1996. Leading Designer and Manufacturer of Electronic ID cards, FWPs, SIP Phones, Android desk phones and Outdoor payphones in global market.

1.  R&D
• TA core R&D team with more than 20 years of experience;
• R&D  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kaer,https://www.kaer.com
Kafein Yazilim Hizmetleri Ticaret Anonim Sirketi,"Stand No- H25-D11, Hall 25","Founded in 2005, Kafein Technology delivers software, consulting, and technology solutions to national and international customers in telecommunications, banking, retail, insurance, and more. With expertise in mobile payment syste ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kafein-yazilim-hizmetleri-ticaret-anonim-sirketi,https://www.kafein.com.tr/en
Kalibios AG,"Stand No- H1-C28, Hall 1","Kalibios AG is a Swiss digital-health startup on a mission to unlock longevity, i.e., living healthier longer, by preventing chronic diseases, for the world population in a scientifically sound and affordable way, focusing on life ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kalibios-ag,https://kalibios.com
"Kalsun Co., Ltd.","Stand No- H15-E8, Hall 15","Kalsun Co., Ltd. initiated its aviation obstruction lighting business in 2017. Leveraging its many years of experience, Kalsun subsequently succeeded in developing solar-powered aviation obstruction lights. This advancement has po ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kalsun-co-ltd,http://www.kalkorea.com/eng/
KANOO CONSULTING SERVICES,"Stand No- H4A-A22, Hall 4A","Kanoo Consulting Services (KCS) is an Oracle Partner head quartered in Bahrain providing implementation & support on Apps, DB, OCI, OCA & Hyperion KCS provides Oracle E-Business Suite (EBS) Implementation, Upgrade and Support serv ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kanoo-consulting-services,https://www.kanooconsulting.com/
KAPID (Korea Association for Photonics Industry Development),"Stand No- H24-D10, Hall 24",KAPID,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kapid-korea-association-for-photonics-industry-development,https://www.kapid.org
KARIMCO. AI-ANALYST KACEY  TO SPEED UP YOUR BUSINESS PROCESS,"Stand No- H23-D20, Hall 23","KARIMCO, as consulting firm, conducts research to improve your business process and trains AI to do the routine tasks.

AI-ANALYST KACEY aimed for real-time business decision-making. Our clients, FMCG players like L’ORÉAL, BOND ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/karimco-ai-analyst-kacey--to-speed-up-your-business-process,https://ai-analyst.ru
Karios,"Stand No- H23-C23, Hall 23","Karios is a modern Hyper-Converged Infrastructure (HCI) platform built for organizations seeking freedom from vendor lock-in and bloated legacy stacks. As a vendor-neutral alternative, Karios delivers transparent virtualization, z ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/karios,https://www.karios.ai
Karsaaz EBS LTD,"Stand No- CC1-60, Concourse 1","Karsaaz EBS Ltd (UK) is a comprehensive IT and business process solutions provider and consulting company, globally registered and operating since 2007.  Our team of over 50 professionals has been delivering trusted Financial Asse ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/karsaaz-ebs-ltd,https://www.karsaazebs.com
Kaspersky Lab Middle East FZ-LLC,"Stand No- H25-B35, Hall 25","Kaspersky is a global cybersecurity and digital privacy company operating in over 200 countries and territories. With a mission to build a safer digital world, Kaspersky has protected over a billion devices from emerging cyberthre ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kaspersky-lab-middle-east-fz-llc,https://www.kaspersky.com
KATANA POLAND,"Stand No- H15-127, Hall 15","Katana Studio’s COATcreate platform merges advanced cloud 3D visualization and XR technologies, transforming content creation for automotive, architecture, and product sectors. Strategic collaborations with Apple and NVIDIA—wh ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/katana-poland,https://www.katanaus.com/
KAYTUS,"Stand No- H10-A20, Hall 10","KAYTUS is a provider of IT infrastructure products and solutions, offering a range of cutting-edge, open, and environmentally-friendly infrastructure products for cloud, Al, edge, and other emerging scenarios. With a customer-cent ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kaytus,https://www.kaytus.com
KazAeroSpace LLP,"Stand No- H14-D30, Hall 14","KazAeroSpace (KAS) was founded in 2015.
KAS creates digital 2D and 3D maps and digital twins of cities using aerial photography, satellite imagery, and computer technologies. These maps enable:
• Developing thematic city maps;
� ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kazaerospace-llp,https://www.kazaerospace.kz
Kerno Enterprises FZE,"Stand No- H3-A15, Hall 3","Kerno Enterprises is a dynamic technology and manufacturing company based in the UAE, specializing in high-performance server solutions and integrated digital infrastructure. With a focus on innovation, scalability, and quality, K ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kerno-enterprises-fze,https://kernoenterprises.com/
Keypasco,"Stand No- H25-20, Hall 25","Lydsec is a software company established in 2012, with subsidiaries in Sweden, Japan, the United States, the Netherlands, and India. Its main product, Keypasco,  is a global leader in digital identity and authentication. We provid ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/keypasco,https://www.keypasco.com/en/
Khalid Lemar General Trading LLC,"Stand No- GSM-D106, Hall 11",Khalid Lemar Group of Companies was established and incorporated in 2002 with the primary aim of supplying OEM genuine and quality products at very competitive prices to our customers. We continuously strive to become one of the l ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/khalid-lemar-general-trading-llc,https://www.khalidlemar.com
KHAOTICEN DOO,"Stand No- H1-A10, Hall 1","Founded in 2008, Khaoticen is your trusted global ICT partner, helping businesses turn technology into an advantage while minimizing risks. From mission critical systems and data center solutions to enterprise software, cybersecur ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/khaoticen-doo,https://www.khaoticen.com
Khazna Data Center,"Stand No- H6-C60, Hall 6","As one of the fastest-growing hyperscale data center platforms globally, Khazna Data Centers enables the growth of artificial intelligence (AI) and digital economies by delivering advanced infrastructure with unparalleled energy e ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/khazna-data-center,https://www.khazna.ae
Khorfakkan City Municipality,"Stand No- H19-B10, Hall 19",Khorfakkan City Municipality is a government entity dedicated to providing a wide range of services that contribute to the development of the city and the enhancement of quality of life. Its services cover technical and engineerin ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/khorfakkan-city-municipality,https://khormun.gov.ae
Kingdom Group FZCO,"Stand No- GSM-O29, Hall 11","Kingdom Group is a wholesale distributor of mobile phones, tablets, accessories, and other related electronic devices. We specialize in sourcing and supplying a wide range of mobile devices across UAE, KSA, Miami USA, South Americ ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kingdom-group-fzco,https://kingdomgroup-uae.com
KINGSOFT OFFICE,"Stand No- H14-A60, Hall 14","From pioneering Chinese word processing to shaping the future of work, we deliver efficient, reliable, and enjoyable office experiences?enabling smarter creation and collaboration.

Driven by innovation and user-centric values, we ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kingsoft-office,https://www.wps.com
KingSpec,"Stand No- H13-5, Hall 13","Established in 2007, KingSpec Electronics is a leading storage and memory solutions provider. As a factory-owned brand with 4 SMT lines and an in-house R&D team, we ensure our products meet top-quality standards through ISO 9001 c ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kingspec,https://www.kingspec.com/
KingType,"Stand No- H26-A16B, Hall 26","Kingtype was founded in 1992 and is a high-tech enterprise specializing in the R&D, manufacturing, marketing, engineering design, installation, and service of solutions and products for communication networks, CATV networks, xPON  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kingtype,https://www.ktcatv.com
Kinpower,"Stand No- H15-97, Hall 15","Kinpower International Ltd is a leading manufacturer in Bao'an, Shenzhen, founded in 2008, covering an area of 3000 square meters, with the most advanced produce line and R&D team, and can  support all scales of OEM/ODM.

We are d ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kinpower,https://www.kinpower.net
"KISAN ELECTRONICS CO., LTD","Stand No- H2-D52, Hall 2","Founded in 1988 with five employees, Kisan Electronics has grown into a hidden champion with over 200 staff, specializing in banking automation. In 1996, we began producing wireless call analyzers and developed Korea’s first ban ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kisan-electronics-co-ltd,https://www.kisane.com
Kivo.ai,"Stand No- H14-P58 H14-P57, Hall 14","Kivo.ai is an AI first automation platform that empowers healthcare and biotech organizations to operate smarter and faster. Our agentic AI solutions streamline complex processes such as patient onboarding, claims management, unde ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kivoai,https://www.kivo.ai/
KKM Company Limited,"Stand No- H24-03, Hall 24","Founded in 2008, KKM is one of the top IoT product manufacturers in China. 
We specialized in iBeacon/Eddystone beacon, Bluetooth Gateway, Bluetooth Key Finder, ESL, Smart lock etc. We export more than 2,000,000 IoT products every ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kkm-company-limited,https://www.kkmcn.com/
KLOİA YAZILIM VE DANIŞMANLIK TİCARET LTD.ŞTİ.,"Stand No- H24-D61, Hall 24","Transform your business landscape with Kloia’s powerful solutions. As leaders in application modernization, we not only optimize your operations and expedite product development but also bring cutting-edge capabilities to revita ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kloa-yazilim-ve-danimanlik-tcaret-ltdt,https://www.kloia.com
Kloudspot,"Stand No- H23-C24, Hall 23","Kloudspot helps organizations transform everyday spaces into smart, responsive environments using its Physical AI technology and LISA (Location Intelligence and Situational Awareness) platform. By combining IoT, computer vision, a ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kloudspot,https://www.kloudspot.com
Kloudspot (Mena Galaxy Computers),"Stand No- H5-B20, Hall 5","Technology leader pioneering the next frontier of AI-driven digital transformation and smart infrastructure. Our full-stack portfolio spans IoT, Advanced AI Platform, Digital Twins, AIDC, and intelligent automation; redefining how ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kloudspot-mena-galaxy-computers,https://www.mgc.ae/ai/
Klugsys UG,"Stand No- H2-C05, Hall 2","KLUGSYS develops autonomous AI agents that streamline workflow, boost productivity & drive digital transformation with scalable intelligent automation",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/klugsys-ug,https://www.klugsys.com/
"KNET Co., Ltd.","Stand No- H1-59, Hall 1","Since its establishment in 2002, Knet has been contributing to the development of  Telecommunication technologies by supplying excellent products and providing Microduct total solutions to customers all over the world.
Our best ex ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/knet-co-ltd,https://e-knet.com/
Knodl LLC,"Stand No- H4A-B10, Hall 4A",KnoDL is a technology company specializing in frontier reasoning engines and explainable data processing solutions. Founded in 2017 by engineers from Russia’s leading technical institutions—Bauman MSTU and the NRNU - the compa ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/knodl-llc,https://knodl.tech/
Knowbe4,"Stand No- H25-D70, Hall 25","KnowBe4 empowers your workforce to make smarter security decisions every day. 
Trusted by over 70,000 organizations worldwide, KnowBe4 helps you strengthen your 
security culture and manage human risk. KnowBe4 offers a comprehensi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/knowbe4,https://www.knowbe4.com/
Knowledge & Human Development Authority,"Stand No- H17-B10, Hall 17","About Us
Dubai never stands still, and neither can education. In a world-class education city, the best educators and operators in the world are drawn to Dubai, and education in Dubai is among the best in the world. 

Quality, acc ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/knowledge--human-development-authority,https://web.khda.gov.ae/ar/
Knowledge Developers Company,"Stand No- H14-B22, Hall 14","Knowledge Developers Company is owned by
Riyadh Valley Company, an investment arm of King
Saud University. Founded in 2012, The company
specializes in creating high-quality and precise
technical and software solutions that contrib ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/knowledge-developers-company,https://www.k-devs.com
KOC SISTEM BILGI VE ILETISIM HIZMETLERI ANONIM SIRKETI,"Stand No- H1-D50, Hall 1","KoçSistem’s vision is to be a strong technology company that develops its own products and services, provides next-generation technologies, and offers integrated solutions. Playing a key role in companies’ digital transformat ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/koc-sistem-bilgi-ve-iletisim-hizmetleri-anonim-sirketi,https://www.kocsistem.com.tr/en
KODA co.,"Stand No- H24-E25, Hall 24",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/koda-co,
KOMTAS,"Stand No- H4-B20, Hall 4","Komtas is data & analytics company which has been offering digital transformation solutions in the field of data & analytics to organizations and provides consultancy services to their transformation journey since 1989.

Komtas's  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/komtas,https://www.komtas.com
Kong,"Stand No- H8-A20, Hall 8","Kong Inc., a leading developer of cloud API and AI technologies, is on a mission to empower companies to become ""API-first"" to advance and enable the AI era. They help organizations worldwide — from startups to Fortune 500 enter ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kong,https://konghq.com/
Korcomptenz Inc,"Stand No- H7-A20, Hall 7","Korcomptenz is a global technology transformation partner empowering enterprises to modernize, scale, and achieve measurable outcomes through intelligent digital solutions.

Our core strengths span ERP, CRM, Cloud, Analytics, and  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/korcomptenz-inc,https://www.korcomptenz.com/
Korea ICT Asssociation (KICTA),"Stand No- H24-D34, Hall 24","KOREA ICT ASSOCIATIONKorea ICT Association (KICTA) is a nonprofit organization dedicated to fostering the growth and global expansion of SMEs in the ICT industry. Its mission is to accelerate innovation by supporting marketing, in ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/korea-ict-asssociation-kicta,https://www.koreaict.kr
Korea Institute for Robot Industry Advancement,"Stand No- H26-A20, Hall 26","The Korea Institute for Robot Industry Advancement (KIRIA) is a government-affiliated organization established under the Ministry of Trade, Industry and Energy in accordance with the Intelligent Robots Development and Distribution ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/korea-institute-for-robot-industry-advancement,https://www.kiria.org/portal/main.do
KOREA INSTITUTE OF ROBOTICS & TECHNOLOGY CONVERGENCE(KIRO),"Stand No- H26-A21, Hall 26","KIRO has been at the forefront of this technological revolution, developing over 50 different robots and related technologies in the past decade.
Our efforts include: Conducting national R&D projects such as underwater constructio ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/korea-institute-of-robotics--technology-convergencekiro,https://www.kiro.re.kr/eng/default.asp
KOREA OPTRON CORP.,"Stand No- H24-D16, Hall 24","Korea Optron Corp. (KOC) is a leading manufacturer of optical communication components, established in 1997 and headquartered in Gwangju, South Korea. KOC specializes in developing and producing a full range of optical solutions,  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/korea-optron-corp,https://www.koreaoptron.co.kr
KOTRA (Korea Trade Investment Promotion Agency),"Stand No- H2–D30, Hall 2","The Korea Trade-Investment Promotion Agency (KOTRA) is the national organization responsible for promoting trade and investment under the Ministry of Trade, Industry and Energy of the Republic of Korea (South Korea). Since its est ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kotra-korea-trade-investment-promotion-agency,https://www.kotra.or.kr/english/index.do
KPMG,"Stand No- H13-D20-3, Hall 13","About KPMG in Greece

Operating in Greece for more than 50 years KPMG offers through 4 entities, audit, tax, accounting & payroll, legal and advisory services to domestic and international businesses in Greece and abroad. Operatin ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kpmg,https://kpmg.com/gr/el/home.html
KPMG Lower Gulf,"Stand No- H3-B30, Hall 3","For over 50 years, KPMG Lower Gulf Limited has been providing audit, tax and advisory services to a broad range of domestic and international, public and private sector clients across all major aspects of business and the economy  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kpmg-lower-gulf,https://kpmg.com/xx/en.html
Kreate Technologies Private Limited,"Stand No- H15-D30.11, Hall 15","Kreate Technologies envisions a world where technology and creativity converge. Leveraging 10+ years, we aim to deliver transformative Tech and AI solutions, powered by tech ingenuity, human intelligence and creative innovation. L ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kreate-technologies-private-limited,https://www.kreatetechnologies.com
KREEMO Inc.,"Stand No- H23-A67, Hall 23","KREEMO, based in Korea, was founded by a professor at Pohang University of Science and Technology in 2016.
Key technology is mmWave and satellite antenna based on FD(Full Dimension)antenna.
This solution maximizes performance and  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kreemo-inc,https://kreemo.io/
Ksolves India Limited,"Stand No- H26-D95, Hall 26","Established in 2012, Ksolves India Limited is a publicly listed technology solutions provider on NSE and BSE, delivering end-to-end services in Software Engineering, RFP Consulting, Digital Transformation, Data & Intelligence, and ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ksolves-india-limited,https://www.ksolves.com/
KTI TRADING LLC,"Stand No- H3-30, Hall 3","The KTI predecessor was known as the “HUAXING” company, founded by the first generation 30 years ago. Innovation has been woven into the company’s DNA since its foundation as a fami-ly-owned business. With decades of experie ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kti-trading-llc,https://www.ktiracksystem.com
Kusters Engineering India Private Limited,"Stand No- H15-D30.09, Hall 15","With a legacy spanning over 100 years, Kusters Group is a trusted name in currency processing systems worldwide. The IMU Division of Kusters India builds on this heritage, emerging as a forward-looking partner in the self-service  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kusters-engineering-india-private-limited,https://www.imuindia.com/
KVCHK,"Stand No- H23-D20, Hall 23","A unique product for automated software testing under a subscription system. Helping businesses quickly and efficiently obtain information about their business functionality

Kvchk is your trusted partner in software testing and q ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kvchk,https://kavichki.com
Kyro Solutions,"Stand No- H26-A85, Hall 26","Kyro Solutions is a technology powerhouse headquartered in the UAE, delivering customized software, AI solutions, AR/VR, IoT, and staff augmentation services. With expertise in frontier tech and software engineering, Kyro empowers ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/kyro-solutions,https://kyro.ae/
Lagos State Government,"Stand No- H14-C40, Hall 14","The Lagos State Government is the governing authority of Nigeria’s commercial capital, responsible for driving sustainable development, economic growth, and social welfare for over 20 million residents. Established in 1967, Lago ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lagos-state-government,https://www.lagosstate.gov.ng
Lanbowan Communication Ltd,"Stand No- H21-14, Hall 21","Lanbowan Communication Ltd locates in China. With over a decade of experience in wireless field, we have attracted over 500 clients in Europe, the U S A and Asia. At present, our products and solutions have been used in more than  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lanbowan-communication-ltd,https://www.lanbowan.com
Lancesoft Inc,"Stand No- H26-22A, Hall 26","LanceSoft Inc. specializes in comprehensive IT Services,  Workforce Solutions and project-based staffing along with recruitment process outsourcing and global payrolling services. Our AI-powered Talent Engagement & Experience plat ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lancesoft-inc,https://www.lancesoft.com/
LANDE ENDÜSTRİYEL METAL ÜRÜNLER SANAYİ VE TİCARET ANONİM ŞİRKETİ,"Stand No- H3-39, Hall 3","Lande was established by a team that leads the sector with its experience of 20 years in order to develop and market innovative, ergonomic, economic and functional products. Lande is a professional solution partner with its 19”  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lande-endstryel-metal-rnler-sanay-ve-tcaret-anonm-rket,https://www.lande.com.tr/
Lanner Electronics Inc.,"Stand No- H15-11, Hall 15","Lanner Electronics Inc. (TAIEX 6245) is a world-leading hardware provider in design, engineering, and manufacturing services for advanced network appliances and rugged industrial computers. Lanner provides reliable and customizabl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lanner-electronics-inc,https://www.lannerinc.com
Laserfiche International Ltd.,"Stand No- H7-1, Hall 7","Laserfiche is a leading enterprise platform that helps organizations digitally transform operations and manage their content with AI-powered solutions. Through scalable workflows, customizable forms, no-code templates and AI-enabl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/laserfiche-international-ltd,https://www.laserfiche.com
Last Mile Semiconductor GmbH,"Stand No- H2-C19, Hall 2","Last Mile Semiconductor – Making the Wired, Wireless – is a fabless semiconductor company focusing on RF ASIC System on Chips (SoC) for Smart City, Smart Building, Smart Grid, Industrial & Consumer IoT, and much more.

Our mis ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/last-mile-semiconductor-gmbh,https://www.lm-semi.com
LDT Technology L.L.C.-FZ,"Stand No- H13-D35.10, Hall 13","LDT Technology L.L.C. -FZ is a trusted partner in AI-driven IT services, business consulting, development, quality assurance, staff augmentation and tech support, delivering high-performance mobile and web applications for busines ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ldt-technology-llc-fz,https://ldttechnology.com/
Leap Media Solutions LLC,"Stand No- H19-2, Hall 19","Leap Media Solutions LLC, based in the UAE, is a leading media solutions company with a strong publishing and marketing portfolio. Its flagship brand, CXO DX, operates as a top content portal (www.cxodx.com
) and magazine reaching ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/leap-media-solutions-llc,https://www.cxodx.com
Leapwork,"Stand No- H7-A20, Hall 7","Leapwork is the AI-powered test automation platform that helps enterprises deliver continuous quality across their most critical systems.?Every moment, billions of dollars flow through digital businesses. In these interconnected s ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/leapwork,https://www.leapwork.com
Lee & Nee Softwares (Exports) Ltd.,"Stand No- H9-B15, Hall 9","We are an established IT services company, founded in 1989, delivering AI solutions and comprehensive 360 degree digital marketing services with the support of a highly skilled team of 180 professionals.

We help clients connect w ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lee--nee-softwares-exports-ltd,https://www.lnsel.com
Leeway Soft-Tech (P) Ltd,"Stand No- H26-B60.7, Hall 26","Leeway Softech is also accomplished ISO 9001:2015 & ISO/ IEC 27001: 2013 Certification with CMMI-Maturity Level 3 & much more.
We offer services such as Web development services & Mobile app development, search engine optimization ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/leeway-soft-tech-p-ltd,https://www.leewaysoftech.com
Legal Affairs Department,"Stand No- H17-B10, Hall 17","Home  About Department  About Department
Historically, prior to the establishment of the Government of Dubai Legal Affairs Department the late Sheikh Rashid Bin Saeed Al Maktoum, in the early seventies, recognized the evolving leg ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/legal-affairs-department,https://legal.dubai.gov.ae/
LEION,"Stand No- H1-D30, Hall 1","LLVISION(????) was founded in 2014 and its headquarters is located in Beijing, China, The company is committed to becoming a global leader inproviding AR + Al integrated software and hardware solutions. lt focuses on thein-depth a ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/leion,https://leion.llvision.com
Lemon Technologies Pvt Ltd,"Stand No- H13-C40A, Hall 13","Lemon Technologies is a global technology leader with 20+ years of experience delivering transformative solutions across industries including gems & jewellery, manufacuring, and enterprise technology. We specialize in AI, Blockcha ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lemon-technologies-pvt-ltd,https://lemontechnologies.net/
Lemon Yellow LLP,"Stand No- H13-C44A, Hall 13","Lemon Yellow LLP is an experience design agency focusing on strategy and research, crafting meaningful, user-centric experiences across digital platforms. We blend strategic thinking with creative excellence, specializing in UI/UX ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lemon-yellow-llp,https://lemonyellow.design/
Lemorele,"Stand No- H26-C105, Hall 26","Lemorele is a leading brand in the tech industry, specializing in high-quality video connectivity and transmission devices. With over a decade of development, we have sold over 1 million products annually, backed by a team of  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lemorele,http://us.lemorele.com
LEONARDA-SERVICE LLC,"Stand No- H23-D20, Hall 23","Rezvov Mobile Software's patented technology for transferring mobile applications and social networks IN ONE DAY!

The technology provides complete digital independence — from the creation of national social networks to niche bu ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/leonarda-service-llc,https://highs.tech/
LETITBEX AI,"Stand No- H26-A50.11, Hall 26","Letitbex AI Tech Solutions is a People-First AI & Digital Transformation company headquartered in India and now expanding into Dubai. With a team of nearly 200 consultants, we deliver end-to-end services including Oracle/SAP/Sales ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/letitbex-ai,https://www.letitbexai.com/
"Lexar Co., Limited","Stand No- H1-25, Hall 1","In this fast-changing world where data is king, Lexar has been delivering memory solutions for over 25 years and is a trusted leading global brand of memory solutions. Whether you're a gaming enthusiast looking for that boost in m ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lexar-co-limited,https://www.lexar.com/global/
Libromi - Ai Agents & WhatsApp Automation,"Stand No- H26-D60, Hall 26","Libromi is an AI-first WhatsApp automation platform built for businesses to connect, engage, and scale.
We offer the most advanced no-code chatbot builder and AI agents, enabling seamless customer support and sales automation. Our ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/libromi---ai-agents--whatsapp-automation,https://libromi.com
"LIDIX Co., Ltd.","Stand No- H15-82, Hall 15","LIDX is established in 2008 with the clear mission of cash handling solution, 
and through continous investment of R & D, we have expanded our product line up.  
1. 1 Pocket Cunter:  Piece & Value Counter w/ CF 
2. ML-Series - Two ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lidix-co-ltd,https://www.lidix.co.kr
LifeLogic Sp. Z o.o.,"Stand No- H2-C22, Hall 2","LifeLogic — Innovating Health & Climate Futures

LifeLogic is a technology and product innovation partner supporting startups and enterprises in MedTech, Healthcare, and ClimateTech. We transform ideas into secure, compliant, an ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lifelogic-sp-z-oo,https://www.lifelogic.one/
Liferay Middle East FZ LLC,"Stand No- H4-B40, Hall 4","For over two decades, Liferay has empowered businesses worldwide to create exceptional digital experiences for customers, partners, and employees. 

Our core technology, Liferay DXP, is a composable platform with an extensible arc ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/liferay-middle-east-fz-llc,https://www.liferay.com/
LightMetrics Inc,"Stand No- H9-B13, Hall 9","LightMetrics offers video telematics solutions that empower TSPs and OEMs to launch branded video telematics for fleets, doubling their average revenue per user. Our solutions prioritize safety, offering video exoneration, real-ti ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lightmetrics-inc,https://www.lightmetrics.co/
LIGHTX,"Stand No- H24-E11, Hall 24","LightX is a leading provider of high-speed optical interconnection solutions, empowering next-generation connectivity for the digital era.

We design and deliver cutting-edge products that enable seamless transmission across Data  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/lightx,https://www.lightx.com
